"caller_class","caller_method","caller_qualified","callee_function","file_path","line_number"
"firebase::auth::TwitterAuthCredential","~TwitterAuthCredential","firebase::auth::TwitterAuthCredential::~TwitterAuthCredential","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","auth/src/desktop/auth_providers/twitter_auth_credential.h",32
"firebase::auth::TwitterAuthCredential","~TwitterAuthCredential","firebase::auth::TwitterAuthCredential::~TwitterAuthCredential","firebase::auth::IdentityProviderCredential::~IdentityProviderCredential","auth/src/desktop/auth_providers/twitter_auth_credential.h",32
"firebase::auth::TwitterAuthCredential","TwitterAuthCredential","firebase::auth::TwitterAuthCredential::TwitterAuthCredential","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/auth_providers/twitter_auth_credential.h",44
"firebase::auth::TwitterAuthCredential","TwitterAuthCredential","firebase::auth::TwitterAuthCredential::TwitterAuthCredential","firebase::auth::IdentityProviderCredential::IdentityProviderCredential","auth/src/desktop/auth_providers/twitter_auth_credential.h",44
"firebase::auth::UserView::Writer","ClearUserInfos","firebase::auth::UserView::Writer::ClearUserInfos","std::__1::vector<UserInfoImpl, allocator<UserInfoImpl>>::~vector","auth/src/desktop/user_view.cc",48
"firebase::auth::UserView::Writer","ClearUserInfos","firebase::auth::UserView::Writer::ClearUserInfos","std::__1::vector<UserInfoImpl, allocator<UserInfoImpl>>::vector","auth/src/desktop/user_view.cc",48
"firebase::auth::UserView::Writer","ClearUserInfos","firebase::auth::UserView::Writer::ClearUserInfos","firebase::auth::(unnamed namespace)::DoResetUserInfos","auth/src/desktop/user_view.cc",48
"firebase::auth::UserView::Writer","Writer","firebase::auth::UserView::Writer::Writer","firebase::LogAssert","auth/src/desktop/user_view.h",98
"firebase::auth::UserView::Writer","~Writer","firebase::auth::UserView::Writer::~Writer","firebase::Mutex::Release","auth/src/desktop/user_view.h",88
"firebase::auth::UserView::Writer","ResetUserInfos","firebase::auth::UserView::Writer::ResetUserInfos","firebase::auth::(unnamed namespace)::DoResetUserInfos","auth/src/desktop/user_view.cc",44
"firebase::auth::UserInfoInterfaceImpl","phone_number","firebase::auth::UserInfoInterfaceImpl::phone_number","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/provider_user_info.h",37
"firebase::auth::UserInfoInterfaceImpl","uid","firebase::auth::UserInfoInterfaceImpl::uid","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/provider_user_info.h",32
"firebase::auth::UserInfoInterfaceImpl","email","firebase::auth::UserInfoInterfaceImpl::email","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/provider_user_info.h",33
"firebase::auth::UserInfoInterfaceImpl","provider_id","firebase::auth::UserInfoInterfaceImpl::provider_id","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/provider_user_info.h",36
"firebase::auth::UserInfoInterfaceImpl","photo_url","firebase::auth::UserInfoInterfaceImpl::photo_url","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/provider_user_info.h",35
"firebase::auth::UserInfoInterfaceImpl","display_name","firebase::auth::UserInfoInterfaceImpl::display_name","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/provider_user_info.h",34
"firebase::auth::UserInfoInterfaceImpl","~UserInfoInterfaceImpl","firebase::auth::UserInfoInterfaceImpl::~UserInfoInterfaceImpl","firebase::auth::UserInfoInterface::~UserInfoInterface","auth/src/desktop/provider_user_info.h",28
"firebase::auth::UserInfoInterfaceImpl","~UserInfoInterfaceImpl","firebase::auth::UserInfoInterfaceImpl::~UserInfoInterfaceImpl","firebase::auth::UserInfoImpl::~UserInfoImpl","auth/src/desktop/provider_user_info.h",28
"firebase::auth::UserInfoInterfaceImpl","UserInfoInterfaceImpl","firebase::auth::UserInfoInterfaceImpl::UserInfoInterfaceImpl","firebase::auth::UserInfoInterface::UserInfoInterface","auth/src/desktop/provider_user_info.h",30
"firebase::auth::UserInfoInterfaceImpl","UserInfoInterfaceImpl","firebase::auth::UserInfoInterfaceImpl::UserInfoInterfaceImpl","firebase::auth::UserInfoImpl::UserInfoImpl","auth/src/desktop/provider_user_info.h",30
"firebase::auth::DeleteAccountRequest","SetIdToken","firebase::auth::DeleteAccountRequest::SetIdToken","firebase::LogError","auth/src/desktop/rpcs/delete_account_request.h",38
"firebase::auth::DeleteAccountRequest","DeleteAccountRequest","firebase::auth::DeleteAccountRequest::DeleteAccountRequest","firebase::LogAssert","auth/src/desktop/rpcs/delete_account_request.cc",28
"firebase::auth::DeleteAccountRequest","DeleteAccountRequest","firebase::auth::DeleteAccountRequest::DeleteAccountRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::append","auth/src/desktop/rpcs/delete_account_request.cc",32
"firebase::auth::DeleteAccountRequest","DeleteAccountRequest","firebase::auth::DeleteAccountRequest::DeleteAccountRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::append","auth/src/desktop/rpcs/delete_account_request.cc",33
"firebase::auth::ResetPasswordRequest","ResetPasswordRequest","firebase::auth::ResetPasswordRequest::ResetPasswordRequest","firebase::LogAssert","auth/src/desktop/rpcs/reset_password_request.cc",31
"firebase::auth::ResetPasswordRequest","ResetPasswordRequest","firebase::auth::ResetPasswordRequest::ResetPasswordRequest","firebase::LogError","auth/src/desktop/rpcs/reset_password_request.cc",42
"firebase::auth::ResetPasswordRequest","ResetPasswordRequest","firebase::auth::ResetPasswordRequest::ResetPasswordRequest","firebase::LogError","auth/src/desktop/rpcs/reset_password_request.cc",47
"firebase::auth::ResetPasswordRequest","ResetPasswordRequest","firebase::auth::ResetPasswordRequest::ResetPasswordRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::append","auth/src/desktop/rpcs/reset_password_request.cc",35
"firebase::auth::ResetPasswordRequest","ResetPasswordRequest","firebase::auth::ResetPasswordRequest::ResetPasswordRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::append","auth/src/desktop/rpcs/reset_password_request.cc",36
"firebase::auth::SecureTokenRequest","SecureTokenRequest","firebase::auth::SecureTokenRequest::SecureTokenRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/rpcs/secure_token_request.cc",31
"firebase::auth::SecureTokenRequest","SecureTokenRequest","firebase::auth::SecureTokenRequest::SecureTokenRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","auth/src/desktop/rpcs/secure_token_request.cc",45
"firebase::auth::SecureTokenRequest","SecureTokenRequest","firebase::auth::SecureTokenRequest::SecureTokenRequest","firebase::LogAssert","auth/src/desktop/rpcs/secure_token_request.cc",28
"firebase::auth::SecureTokenRequest","SecureTokenRequest","firebase::auth::SecureTokenRequest::SecureTokenRequest","firebase::LogError","auth/src/desktop/rpcs/secure_token_request.cc",41
"firebase::auth::SecureTokenRequest","SecureTokenRequest","firebase::auth::SecureTokenRequest::SecureTokenRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::append","auth/src/desktop/rpcs/secure_token_request.cc",33
"firebase::auth::SecureTokenRequest","SecureTokenRequest","firebase::auth::SecureTokenRequest::SecureTokenRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::append","auth/src/desktop/rpcs/secure_token_request.cc",34
"firebase::auth::SecureTokenRequest","SecureTokenRequest","firebase::auth::SecureTokenRequest::SecureTokenRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::reserve","auth/src/desktop/rpcs/secure_token_request.cc",32
"firebase::auth::SetAccountInfoRequest","SetIdToken","firebase::auth::SetAccountInfoRequest::SetIdToken","firebase::LogError","auth/src/desktop/rpcs/set_account_info_request.h",54
"firebase::auth::SetAccountInfoRequest","CreateRequest","firebase::auth::SetAccountInfoRequest::CreateRequest","std::__1::unique_ptr<SetAccountInfoRequest, default_delete<SetAccountInfoRequest>>::unique_ptr","auth/src/desktop/rpcs/set_account_info_request.cc",133
"firebase::auth::SetAccountInfoRequest","CreateRequest","firebase::auth::SetAccountInfoRequest::CreateRequest","firebase::auth::SetAccountInfoRequest::SetAccountInfoRequest","auth/src/desktop/rpcs/set_account_info_request.cc",134
"firebase::auth::SetAccountInfoRequest","SetAccountInfoRequest","firebase::auth::SetAccountInfoRequest::SetAccountInfoRequest","firebase::LogAssert","auth/src/desktop/rpcs/set_account_info_request.cc",28
"firebase::auth::SetAccountInfoRequest","SetAccountInfoRequest","firebase::auth::SetAccountInfoRequest::SetAccountInfoRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::append","auth/src/desktop/rpcs/set_account_info_request.cc",32
"firebase::auth::SetAccountInfoRequest","SetAccountInfoRequest","firebase::auth::SetAccountInfoRequest::SetAccountInfoRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::append","auth/src/desktop/rpcs/set_account_info_request.cc",33
"firebase::auth::SetAccountInfoRequest","CreateUnlinkProviderRequest","firebase::auth::SetAccountInfoRequest::CreateUnlinkProviderRequest","firebase::auth::SetAccountInfoRequest::CreateRequest","auth/src/desktop/rpcs/set_account_info_request.cc",122
"firebase::auth::SetAccountInfoRequest","CreateUnlinkProviderRequest","firebase::auth::SetAccountInfoRequest::CreateUnlinkProviderRequest","std::__1::unique_ptr<SetAccountInfoRequest, default_delete<SetAccountInfoRequest>>::unique_ptr","auth/src/desktop/rpcs/set_account_info_request.cc",128
"firebase::auth::SetAccountInfoRequest","CreateUnlinkProviderRequest","firebase::auth::SetAccountInfoRequest::CreateUnlinkProviderRequest","std::__1::unique_ptr<SetAccountInfoRequest, default_delete<SetAccountInfoRequest>>::~unique_ptr","auth/src/desktop/rpcs/set_account_info_request.cc",129
"firebase::auth::SetAccountInfoRequest","CreateUpdateProfileRequest","firebase::auth::SetAccountInfoRequest::CreateUpdateProfileRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/rpcs/set_account_info_request.cc",97
"firebase::auth::SetAccountInfoRequest","CreateUpdateProfileRequest","firebase::auth::SetAccountInfoRequest::CreateUpdateProfileRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/rpcs/set_account_info_request.cc",106
"firebase::auth::SetAccountInfoRequest","CreateUpdateProfileRequest","firebase::auth::SetAccountInfoRequest::CreateUpdateProfileRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","auth/src/desktop/rpcs/set_account_info_request.cc",103
"firebase::auth::SetAccountInfoRequest","CreateUpdateProfileRequest","firebase::auth::SetAccountInfoRequest::CreateUpdateProfileRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","auth/src/desktop/rpcs/set_account_info_request.cc",112
"firebase::auth::SetAccountInfoRequest","CreateUpdateProfileRequest","firebase::auth::SetAccountInfoRequest::CreateUpdateProfileRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::empty","auth/src/desktop/rpcs/set_account_info_request.cc",98
"firebase::auth::SetAccountInfoRequest","CreateUpdateProfileRequest","firebase::auth::SetAccountInfoRequest::CreateUpdateProfileRequest","std::__1::basic_string<char, char_traits<char>, allocator<char>>::empty","auth/src/desktop/rpcs/set_account_info_request.cc",107
"firebase::auth::SetAccountInfoRequest","CreateUpdateProfileRequest","firebase::auth::SetAccountInfoRequest::CreateUpdateProfileRequest","firebase::auth::SetAccountInfoRequest::CreateRequest","auth/src/desktop/rpcs/set_account_info_request.cc",93
"firebase::auth::SetAccountInfoRequest","CreateUpdateProfileRequest","firebase::auth::SetAccountInfoRequest::CreateUpdateProfileRequest","std::__1::unique_ptr<SetAccountInfoRequest, default_delete<SetAccountInfoRequest>>::unique_ptr","auth/src/desktop/rpcs/set_account_info_request.cc",115
"firebase::auth::SetAccountInfoRequest","CreateUpdateProfileRequest","firebase::auth::SetAccountInfoRequest::CreateUpdateProfileRequest","std::__1::unique_ptr<SetAccountInfoRequest, default_delete<SetAccountInfoRequest>>::~unique_ptr","auth/src/desktop/rpcs/set_account_info_request.cc",116
"firebase::auth::SetAccountInfoRequest","CreateLinkWithEmailAndPasswordRequest","firebase::auth::SetAccountInfoRequest::CreateLinkWithEmailAndPasswordRequest","firebase::LogError","auth/src/desktop/rpcs/set_account_info_request.cc",78
"firebase::auth::SetAccountInfoRequest","CreateLinkWithEmailAndPasswordRequest","firebase::auth::SetAccountInfoRequest::CreateLinkWithEmailAndPasswordRequest","firebase::LogError","auth/src/desktop/rpcs/set_account_info_request.cc",83
"firebase::auth::SetAccountInfoRequest","CreateLinkWithEmailAndPasswordRequest","firebase::auth::SetAccountInfoRequest::CreateLinkWithEmailAndPasswordRequest","firebase::auth::SetAccountInfoRequest::CreateRequest","auth/src/desktop/rpcs/set_account_info_request.cc",74
"firebase::auth::SetAccountInfoRequest","CreateLinkWithEmailAndPasswordRequest","firebase::auth::SetAccountInfoRequest::CreateLinkWithEmailAndPasswordRequest","std::__1::unique_ptr<SetAccountInfoRequest, default_delete<SetAccountInfoRequest>>::unique_ptr","auth/src/desktop/rpcs/set_account_info_request.cc",86
"firebase::auth::SetAccountInfoRequest","CreateLinkWithEmailAndPasswordRequest","firebase::auth::SetAccountInfoRequest::CreateLinkWithEmailAndPasswordRequest","std::__1::unique_ptr<SetAccountInfoRequest, default_delete<SetAccountInfoRequest>>::~unique_ptr","auth/src/desktop/rpcs/set_account_info_request.cc",87
"firebase::auth::SetAccountInfoRequest","CreateUpdatePasswordRequest","firebase::auth::SetAccountInfoRequest::CreateUpdatePasswordRequest","firebase::LogError","auth/src/desktop/rpcs/set_account_info_request.cc",64
"firebase::auth::SetAccountInfoRequest","CreateUpdatePasswordRequest","firebase::auth::SetAccountInfoRequest::CreateUpdatePasswordRequest","firebase::auth::SetAccountInfoRequest::CreateRequest","auth/src/desktop/rpcs/set_account_info_request.cc",57
